Line,price,point,sport_title,Time_of_Kickoff,home_team,away_team,bookmakers.title,bookmakers.markets.key,bookmakers.markets.last_update
James Madison Dukes,-110,-6.5,NCAAF,2023-09-23 20:00:00-04:00,Utah State Aggies,James Madison Dukes,DraftKings,spreads,2023-09-19 15:33:39-04:00
Utah State Aggies,-110,6.5,NCAAF,2023-09-23 20:00:00-04:00,Utah State Aggies,James Madison Dukes,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-108,52.5,NCAAF,2023-09-23 20:00:00-04:00,Utah State Aggies,James Madison Dukes,DraftKings,totals,2023-09-19 15:33:39-04:00
Kansas State Wildcats,-110,-5.0,NCAAF,2023-09-23 20:00:00-04:00,Kansas State Wildcats,UCF Knights,DraftKings,spreads,2023-09-19 15:33:39-04:00
UCF Knights,-110,5.0,NCAAF,2023-09-23 20:00:00-04:00,Kansas State Wildcats,UCF Knights,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-110,53.5,NCAAF,2023-09-23 20:00:00-04:00,Kansas State Wildcats,UCF Knights,DraftKings,totals,2023-09-19 15:33:39-04:00
North Carolina Tar Heels,-108,-7.5,NCAAF,2023-09-23 20:00:00-04:00,Pittsburgh Panthers,North Carolina Tar Heels,DraftKings,spreads,2023-09-19 15:33:39-04:00
Pittsburgh Panthers,-112,7.5,NCAAF,2023-09-23 20:00:00-04:00,Pittsburgh Panthers,North Carolina Tar Heels,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-110,50.0,NCAAF,2023-09-23 20:00:00-04:00,Pittsburgh Panthers,North Carolina Tar Heels,DraftKings,totals,2023-09-19 15:33:39-04:00
UNLV Rebels,-108,-2.5,NCAAF,2023-09-23 21:00:00-04:00,UTEP Miners,UNLV Rebels,DraftKings,spreads,2023-09-19 15:33:39-04:00
UTEP Miners,-112,2.5,NCAAF,2023-09-23 21:00:00-04:00,UTEP Miners,UNLV Rebels,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-110,49.0,NCAAF,2023-09-23 21:00:00-04:00,UTEP Miners,UNLV Rebels,DraftKings,totals,2023-09-19 15:33:39-04:00
Arizona State Sun Devils,-110,35.0,NCAAF,2023-09-23 22:30:00-04:00,Arizona State Sun Devils,USC Trojans,DraftKings,spreads,2023-09-19 15:33:39-04:00
USC Trojans,-110,-35.0,NCAAF,2023-09-23 22:30:00-04:00,Arizona State Sun Devils,USC Trojans,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-110,62.0,NCAAF,2023-09-23 22:30:00-04:00,Arizona State Sun Devils,USC Trojans,DraftKings,totals,2023-09-19 15:33:39-04:00
California Golden Bears,-110,21.0,NCAAF,2023-09-23 22:30:00-04:00,Washington Huskies,California Golden Bears,DraftKings,spreads,2023-09-19 15:33:39-04:00
Washington Huskies,-110,-21.0,NCAAF,2023-09-23 22:30:00-04:00,Washington Huskies,California Golden Bears,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-110,60.5,NCAAF,2023-09-23 22:30:00-04:00,Washington Huskies,California Golden Bears,DraftKings,totals,2023-09-19 15:33:39-04:00
Fresno State Bulldogs,-110,-27.5,NCAAF,2023-09-23 22:30:00-04:00,Fresno State Bulldogs,Kent State Golden Flashes,DraftKings,spreads,2023-09-19 15:33:39-04:00
Kent State Golden Flashes,-110,27.5,NCAAF,2023-09-23 22:30:00-04:00,Fresno State Bulldogs,Kent State Golden Flashes,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-110,50.5,NCAAF,2023-09-23 22:30:00-04:00,Fresno State Bulldogs,Kent State Golden Flashes,DraftKings,totals,2023-09-19 15:33:39-04:00
Hawaii Rainbow Warriors,-110,-3.0,NCAAF,2023-09-24 00:00:00-04:00,Hawaii Rainbow Warriors,New Mexico State Aggies,DraftKings,spreads,2023-09-19 15:33:39-04:00
New Mexico State Aggies,-110,3.0,NCAAF,2023-09-24 00:00:00-04:00,Hawaii Rainbow Warriors,New Mexico State Aggies,DraftKings,spreads,2023-09-19 15:33:39-04:00
O/U,-108,58.5,NCAAF,2023-09-24 00:00:00-04:00,Hawaii Rainbow Warriors,New Mexico State Aggies,DraftKings,totals,2023-09-19 15:33:39-04:00
